wise_designation,obs_sdss_ra,obs_sdss_dec,obs_psfmag_i,obs_tel,obs_date,obs_obs,obs_instrument,obs_class1,obs_class2,obs_z,obs_specfile,target,comment,ELQS_target,PS_ELQS_target,PS_ELQS_target_old
J113324.10+194316.6,173.35039419999998,19.72130916,17.78797,VATT,170417,"Schindler, Pucha, O'Donnell",VattSpec,QSO,QSO,2.895,J1133+1943,ELQS,,primary,,
J113355.64-230524.3,173.4818355,-23.09010644,18.15014022,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,3.66,J1133-2305,ELQS_S,,,priority_4,old_priority_4
J113437.09+060849.0,173.6545962,6.14687616,18.17934317,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,GALAXY,E+A,-999.0,J1134+0608,ELQS_S,,,priority_4,old_priority_4
J113840.63+343554.2,174.6693132,34.59840201,18.03799,VATT,170418,"Schindler, Pucha, O'Donnell",VattSpec,QSO,QSO,3.23,J1138+3435,ELQS,,secondary,,
J114005.84+715316.5,175.02394619999998,71.88782599,18.29181,VATT,170405,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,3.365,J1140+7153,ELQS,,secondary,,
J114037.69-175031.5,175.15694580000002,-17.84252995,19.19017558,SOAR,180602,Schindler,GoodmanHTS,STAR,M,-999.0,J1140-1750,Highz_Lukas,,,,
J114114.09-265314.7,175.3087262,-26.88740243,18.31311441,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,GALAXY,active,0.2,J1141-2653,ELQS_S,,,priority_5,old_priority_5
J114410.30+143553.8,176.0434752,14.59779745,18.43729,None,None,None,None,NOTOBS,bad phot,-999.0,None,,,,,
J114417.31-054534.5,176.0721149,-5.75963641,18.11466823,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,3.5,J1144-0545,ELQS_S,,,priority_4,old_priority_4
J114713.08-255436.3,176.8046421,-25.90989615,20.30462767,SOAR,180603,Schindler,GoodmanHTS,STAR,M,-999.0,J1147-2554,Highz_Lukas,,,,
J114811.63-014024.2,177.04848969999998,-1.673485296,18.315939999999998,VATT,170419,"Schindler, Pucha, O'Donnell",VattSpec,QSO,QSO,3.01,J1148-0140,ELQS,,secondary,,
J114822.19-011729.2,177.09247209999998,-1.2914447690000002,17.61130992,MMT,170518,Schindler,RedChannelSpectrograph,QSO,BAL,2.67,J1148-0117_alt,ELQS,J1148-0117,primary,,
J114836.59-035820.5,177.1524858,-3.9723638999999995,18.89353119,SOAR,180603,Schindler,GoodmanHTS,QSO,BAL,-999.0,J1148-0358,Highz_Lukas,,,,
J114914.37-153043.8,177.3099052,-15.51220383,17.67715901,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,4.16,J1149-1530,ELQS_S,,,priority_1,old_priority_1
J115010.78+651245.8,177.54493019999998,65.21272029,17.85865,MMT,170517,Schindler,RedChannelSpectrograph,QSO,QSO,3.12,J1150+6512_alt_comb,ELQS,J1150+6512_comb,primary,,
J115542.31+370327.9,178.9262353,37.05778006,17.243,VATT,161219,"Jan-Torge Schindler, Anna Patej",VATTSpec,QSO,QSO,1.54,J1155+3703_comb,ELQS,,secondary,,
J115542.90+552329.8,178.9288327,55.39161096,18.13257361,VATT,170503,"Schindler, Spalding",VattSpec,QSO,QSO,3.32,J1155+5523,ELQS,,secondary,,
J115632.35-072113.9,179.1349423,-7.35396117,18.37104817,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,2.905,J1156-0721,ELQS_S,,,priority_4,old_priority_4
J115743.76+124703.1,179.4323365,12.78430012,18.34948063,VATT,180321,"Schindler, Rees",VattSpec,NOTQSO,UNID,-999.0,J1157+1247,ELQS_S,,,priority_3,old_priority_3
J120115.17+301358.0,180.313,30.233,18.01,VATT,160312,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,QSO,BAL,2.46,J1201+3013,ELQS,"reobserve, blue",secondary,,
J120116.30+261611.8,180.3179355,26.26996959,18.109370000000002,VATT,170417,"Schindler, Pucha, O'Donnell",VattSpec,QSO,BAL_CHECKZ,-999.0,J1201+2616,ELQS,,secondary,,
J120224.61+335012.0,180.6025956,33.83609501,17.22695,None,None,None,None,NOTOBS,bad phot,-999.0,None,,,,,
J120331.14+203819.0,180.879772,20.63852432,17.94922,VATT,170404,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,3.475,J1203+2038,ELQS,,primary,,
J120405.19-192132.7,181.02153669999998,-19.35893976,20.82447984,SOAR,180603,Schindler,GoodmanHTS,STAR,M,-999.0,J1204-1921,Highz_Lukas,,,,
J120504.55+025719.2,181.269,2.955,17.8,VATT,160311,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,QSO,BAL,2.495,J1205+0257,ELQS,,primary,,
J120506.11+580423.8,181.2755978,58.07318143,18.19729537,MMT,180514,"Schindler, Wenzl",RedChannel,STAR,K,-999.0,J1205+5804,3,,,,
J120518.30-210050.8,181.3261921,-21.0141128,18.26524645,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,STAR,K,-999.0,J1205-2100,ELQS_S,,,priority_5,old_priority_5
J120548.67+135011.9,181.45279159999998,13.83662152,17.89393307,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,GALAXY,UNID,-999.0,J1205+1350,ELQS_S,,,,old_priority_1
J120929.54-051737.0,182.3731218,-5.29362915,18.43198963,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,3.48,J1209-0517,ELQS_S,,,priority_4,old_priority_4
J121016.80+805603.1,182.5700099,80.93422598,18.17470153,MMT,180514,"Schindler, Wenzl",RedChannel,QSO,QSO,3.49,J1210+8056,4,,,,
J121030.33-095725.1,182.6263824,-9.95705307,18.03145872,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,3.2,J1210-0957,ELQS_S,,,priority_4,old_priority_4
J121117.71+334503.3,182.82381719999998,33.75073749,17.961920000000003,VATT,170404,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,2.97,J1211+3345,ELQS,,primary,,
J121119.88+304132.7,182.8323799,30.69257012,17.781660000000002,MMT,170518,Schindler,RedChannelSpectrograph,QSO,QSO,2.78,J1211+3041_alt,ELQS,J1211+3041,primary,,
J121227.57-295910.2,183.1147231,-29.98662897,19.65455237,SOAR,180604,Schindler,GoodmanHTS,STAR,M,-999.0,J1212-2959,Highz_Lukas,,,,
J121301.28+053946.3,183.25494630000003,5.66272076,18.19760334,VATT,180321,"Schindler, Rees",VattSpec,STAR,K,-999.0,J1213+0539,ELQS_S,,,priority_5,old_priority_5
J122106.51+101646.9,185.27700000000002,10.28,17.46,VATT,160310,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,WD,-999.0,J1221+1016,ELQS,,secondary,,
J122114.25+013755.9,185.30900000000003,1.632,15.5,VATT,160310,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,F,-999.0,J1221+0137,ELQS,,secondary,,
J122153.20+235324.3,185.4716558,23.89010894,18.12486,MMT,170518,Schindler,RedChannelSpectrograph,QSO,QSO,3.93,J1221+2353_alt,ELQS,J1221+2353_2,secondary,,
J122351.91+184420.8,185.96630019999998,18.73919252,17.8571,VATT,170418,"Schindler, Pucha, O'Donnell",VattSpec,STAR,K,-999.0,J1223+1844,ELQS,,secondary,,
J122610.12+000951.4,186.5421757,0.164286508,17.7192,MMT,170518,Schindler,RedChannelSpectrograph,NOTQSO,GALAXY,0.13,J1226+0009_alt,ELQS,J1226+0009_2,primary,,
J122637.98-041123.7,186.6582388,-4.18991533,18.13064964,SOAR,180603,Schindler,GoodmanHTS,CHECK,BAL,-999.0,J1226-0411,Highz_Lukas,,,,
J122705.37+563726.6,186.7728696,56.62358181,17.49308622,VATT,180517,"Schindler, Littke, Hughes",VattSpec,STAR,F,0.8,J1227+5637,PS-ELQS,,,,
J122721.03+251120.7,186.8373034,25.18965718,18.35436,VATT,170417,"Schindler, Pucha, O'Donnell",VattSpec,STAR,K,-999.0,J1227+2511,ELQS,,secondary,,
J122814.79-010953.4,187.0616305,-1.164859851,17.79082,VATT,170405,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,2.85,J1228-0109,ELQS,,primary,,
J122830.23+034222.1,187.12599999999998,3.7060000000000004,18.6,VATT,160312,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1228+0342,ELQS,,secondary,,
J122923.71+451914.4,187.34870880000003,45.32074844,17.39798,VATT,170503,"Schindler, Spalding",VattSpec,STAR,UNID,-999.0,J1229+4519_2,ELQS,,secondary,,
J123005.09+133841.0,187.52129019999998,13.64471911,17.7164,VATT,150422,"Minhao Yue, Betsy Green, Jan-Torge Schindler",VATTSpec,STAR,MV,-999.0,specsum.0013.fits,,,,,
J123010.02-063333.9,187.541809,-6.55947291,17.97177704,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,3.3,J1230-0633,ELQS_S,,,priority_2,old_priority_2
J123024.37+432619.2,187.6015916,43.43870859,18.44145,VATT,160315,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,QSO,BAL_CHECKZ,-999.0,J1230+4326,ELQS,,secondary,,
J123541.00-223426.2,188.9207781,-22.57390816,17.87601049,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,GALAXY,UNID,-999.0,J1235-2234,ELQS_S,,,,old_priority_2
J123612.04-113600.6,189.0501959,-11.60017283,17.9957491,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,3.225,J1236-1136,ELQS_S,,,priority_3,old_priority_3
J123643.94+043412.8,189.1830981,4.570235531,16.70074,VATT,180319,"Schindler, Rees",VattSpec,NOTQSO,UNID,-999.0,J1236+0434_a,ELQS_lowz,,lowZ_bright,,
J123759.61-032752.2,189.4984082,-3.46455511,18.23866058,SOAR,180603,Schindler,GoodmanHTS,QSO,BAL,-999.0,J1237-0327,Highz_Lukas,,,,
J123952.40+164431.3,189.9683913,16.74205333,16.67294,VATT,180319,"Schindler, Rees",VattSpec,UNID,UNID,1.72,J1239+1644_a,ELQS_lowz,,lowZ_bright,,
J124041.82-123423.1,190.1742896,-12.57310949,18.16963485,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,STAR,M,-999.0,J1240-1234,ELQS_S,,,,old_priority_3
J124050.55-145011.8,190.2107913,-14.83695381,18.18878439,SOAR,180602,Schindler,GoodmanHTS,STAR,M,-999.0,J1240-1450,4,,,,
J124142.52+354615.9,190.4269487,35.77083938,18.27443,VATT,170406,"Jan-Torge Schindler, Jon Rees",VattSpec,STAR,UNID,-999.0,J1241+3546,ELQS,,secondary,,
J124340.54+240142.0,190.919,24.028000000000002,18.16,VATT,160312,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,QSO,QSO,2.83,J1243+2401,ELQS,,secondary,,
J124401.18+163545.7,191.0049361,16.59603963,18.28315288,VATT,180518,"Schindler, Littke, Hughes",VattSpec,STAR,UNID,-999.0,J1244+1635,PS-ELQS,,,,
J124406.45-064554.0,191.0268917,-6.76504012,17.73763,VATT,170418,"Schindler, Pucha, O'Donnell",VattSpec,NOTQSO,GALAXY,0.27,J1244-0645,ELQS,,secondary,,
J124544.23-150341.5,191.43429030000001,-15.06156721,18.00394916,SOAR,180124,Schindler,GoodmanHTS,QSO,QSO,3.685,J1245-1503,,,primary,priority_3,old_priority_3
J124610.73+751710.8,191.54481289999998,75.28640751,17.39667547,VATT,180517,"Schindler, Littke, Hughes",VattSpec,QSO,QSO,3.52,J1246+7517,PS-ELQS,,,,
J124615.10+713923.6,191.56287369999998,71.65655424,17.62153283,VATT,180517,"Schindler, Littke, Hughes",VattSpec,QSO,BAL,3.995,J1246+7139,PS-ELQS,,,,
J124659.56+144403.2,191.7479706,14.7346054,17.94904,VATT,170418,"Schindler, Pucha, O'Donnell",VattSpec,STAR,K,-999.0,J1246+1444,ELQS,,secondary,,
J124707.25+211442.7,191.7799788,21.24564919,19.32085,MMT,150509,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,STAR,MV,-999.0,sbdbbQ0081.ms.fits,,,,,
J125440.38-111709.5,193.66823269999998,-11.28593972,18.46857592,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,GALAXY,UNID,-999.0,J1254-1117,ELQS_S,,,priority_4,old_priority_4
J125849.58+233855.4,194.7066721,23.64876082,17.61147,VATT,170504,"Schindler, Spalding",VattSpec,QSO,QSO,3.195,J1258+2338_comb,ELQS,,primary,,
J125850.96-185430.6,194.7124012,-18.90848475,17.67299921,SOAR,180124,Schindler,GoodmanHTS,QSO,QSO,3.255,J1258+1854,,,,priority_2,old_priority_2
J130031.12-282931.0,195.12971919999998,-28.49194606,17.93548637,SOAR,180124,Schindler,GoodmanHTS,QSO,QSO,4.69,J1300-2829,,,,priority_1,old_priority_1
J130148.24-144652.1,195.4511267,-14.78130583,18.44222855,SOAR,180124,Schindler,GoodmanHTS,QSO,QSO,4.515,J1301-1446,,,,priority_3,old_priority_3
J130155.84+083631.7,195.4826768,8.60881227,16.61061873,SOAR,180604,Schindler,GoodmanHTS,NOTQSO,UNID,-999.0,J1301+0836_a,Highz_Lukas,,,,
J130230.43-102628.4,195.626812,-10.44127567,18.28607115,SOAR,180124,Schindler,GoodmanHTS,QSO,QSO,3.82,J1302-1026,,,,priority_3,old_priority_3
J130357.20-304640.4,195.9883699,-30.77795059,18.30744385,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,GALAXY,UNID,-999.0,J1303-3046,ELQS_S,,,priority_3,old_priority_3
J130500.90-122618.6,196.25376540000002,-12.43855241,18.16789484,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,3.08,J1305-1226,ELQS_S,,,priority_5,old_priority_5
J130518.09+283817.1,196.325,28.638,17.45,VATT,160311,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,QSO,QSO,2.87,J1305+2838,ELQS,,primary,,
J130922.23-280831.6,197.3425868,-28.14207303,18.25726054,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,NOTQSO,UNID,-999.0,J1309-2808_a,ELQS_S,,,priority_3,old_priority_3
J131036.41+204814.8,197.6517091,20.804136899999996,17.77172474,VATT,180321,"Schindler, Rees",VattSpec,NOTQSO,UNID,-999.0,J1310+2048_a,ELQS_S,,,priority_3,old_priority_3
J131235.36-031951.3,198.14736580000002,-3.3309558910000003,17.52364,VATT,170404,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,2.94,J1312-0319,ELQS,,primary,,
J131336.15+125958.9,198.4006841,12.99977458,18.42494,VATT,170405,"Jan-Torge Schindler, Jon Rees",VattSpec,NOTQSO,Mag CV,-999.0,J1313+1259_a,ELQS,,secondary,,
J131356.50-262023.9,198.4854176,-26.33997759,18.33185346,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,STAR,UNID,-999.0,J1313-2620,ELQS_S,,,priority_3,old_priority_3
J131417.58+384517.2,198.5732189,38.75475786,18.12789,VATT,170406,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,2.76,J1314+3845,ELQS,,secondary,,
J131440.71-140811.9,198.66965280000002,-14.13648354,19.60309982,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,STAR,M,-999.0,J1314-1408,HighZ_Lukas,,,,
J131644.03-253810.4,199.1834978,-25.63620185,18.12138875,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,3.37,J1316-2538,ELQS_S,,,priority_4,old_priority_4
J131651.54+154859.1,199.2148079,15.8164457,17.26673,VATT,160315,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,F,-999.0,J1316+1548,ELQS,,secondary,,
J131725.04-184230.7,199.3543186,-18.70854386,18.24120095,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,3.7,J1317-1842,ELQS_S,,,priority_3,old_priority_3
J131843.19+382334.4,199.68,38.393,18.14,VATT,160312,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,QSO,QSO,3.97,J1318+3823,ELQS,,secondary,,
J131923.90-002620.5,199.8496117,-0.439041917,18.24829,VATT,170417,"Schindler, Pucha, O'Donnell",VattSpec,QSO,QSO,2.96,J1319-0026_2,ELQS,,secondary,,
J132316.91-092039.8,200.8204425,-9.34444419,18.1788367,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,STAR,K,-999.0,J1323-0920_a,ELQS_S,,,priority_4,old_priority_4
J132319.03+040103.1,200.8296013,4.017613159,18.66437,VATT,160413,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1323+0401,ELQS,,secondary,,
J132322.65+142959.3,200.8444342,14.49972704,17.450029999999998,VATT,180320,"Schindler, Rees",VattSpec,NOTQSO,UNID,-999.0,J1323+1429,ELQS_lowz,,lowZ_bright,,
J132533.27-012706.7,201.38907690000002,-1.4519699609999999,17.17976,VATT,180320,"Schindler, Rees",VattSpec,STAR,F,-999.0,J1325-0127,ELQS_lowz,,lowZ_bright,,
J132625.91+152216.5,201.6080036,15.37124741,17.66031,VATT,170405,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,2.765,J1326+1522,ELQS,"reobserve,blue",primary,,
J132956.95-045221.6,202.4873255,-4.87271371,18.23462318,SOAR,180406,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,3.395,J1329-0452,ELQS_S,,,priority_4,old_priority_4
J133419.01+265534.0,203.57917690000002,26.92628548,18.4274563,VATT,180517,"Schindler, Littke, Hughes",VattSpec,REOBS,BAL,2.55,J1334+2655_b,REOBS,,,,
J133636.90+270953.6,204.1536046,27.16461189,17.99073,VATT,170419,"Schindler, Pucha, O'Donnell",VattSpec,STAR,K,-999.0,J1336+2709,ELQS,,secondary,,
J133647.17-075135.9,204.1966049,-7.85997119,17.70534645,SOAR,180602,Schindler,GoodmanHTS,QSO,BAL,-999.0,J1336-0751,Highz_Lukas,mirror was in first 20s,,,
J133659.25+594253.5,204.24759740000002,59.71445898,17.72909,VATT,170404,"Jan-Torge Schindler, Jon Rees",VattSpec,STAR,K,-999.0,J1336+5942,ELQS,,primary,,
J133845.32-152142.9,204.6885843,-15.36194346,20.28030014,SOAR,180406,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,1.41,J1338-1521,HighZ_Lukas,,,,
J133921.09+161415.0,204.8385296,16.2374048,17.59508,VATT,160315,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1339+1614,ELQS,,primary,,
J133932.33+361340.8,204.8844876,36.2279511,18.32507542,VATT,180321,"Schindler, Rees",VattSpec,QSO,QSO,3.45,J1339+3613,ELQS_S,,,priority_4,old_priority_4
J134134.34-162140.8,205.3931138,-16.36135145,17.92687869,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,STAR,UNID,-999.0,J1341-1621,ELQS_S,,,,old_priority_1
J134151.38-025108.0,205.4640111,-2.852329656,18.22586,VATT,170503,"Schindler, Spalding",VattSpec,NOTQSO,UNID,-999.0,J1341-0251_2,ELQS,,secondary,,
J134303.62+655936.6,205.76615869999998,65.9934614,17.97897,VATT,170404,"Jan-Torge Schindler, Jon Rees",VattSpec,STAR,G,-999.0,J1343+6559,ELQS,,primary,,
J134425.52+404753.7,206.10636159999999,40.79827367,17.88951,VATT,170406,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,2.985,J1344+4047,ELQS,,primary,,
J134632.66+462907.3,206.6357505,46.48506437,18.84787,None,None,None,None,NOTOBS,bad phot,-999.0,None,,,,,
J134638.16-104835.0,206.65900630000002,-10.80990882,17.95297763,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,STAR,UNID,-999.0,J1346-1048,ELQS_S,,,,old_priority_1
J134725.07-272523.1,206.8546131,-27.42332712,20.04202633,SOAR,180602,Schindler,GoodmanHTS,STAR,M,-999.0,J1347-2725,Highz_Lukas,,,,
J134841.10+393423.7,207.17076640000002,39.57305353,18.66659,MMT,150509,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,STAR,MV,-999.0,sbdbbQ0082.ms.fits,,,,,
J134852.75+014239.9,207.21982140000003,1.711055556,17.92688,VATT,170503,"Schindler, Spalding",VattSpec,NOTQSO,UNID,-999.0,J1348+0142_comb,ELQS,,secondary,,
J134855.13+033410.2,207.2296907,3.569510937,18.30473,VATT,160413,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J1348+0334,ELQS,,secondary,,
J135020.13+215800.8,207.58433180000003,21.96732517,16.82167,VATT,160413,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J1350+2158,ELQS,,secondary,,
J135218.41+390633.1,208.0766523,39.10924126,18.26567,VATT,170406,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,2.73,J1352+3906,ELQS,,secondary,,
J135345.93+051305.4,208.442,5.218,18.33,VATT,160310,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1353+0513,ELQS,,secondary,,
J135533.15+563832.1,208.8882122,56.64229175,17.919729999999998,VATT,170503,"Schindler, Spalding",VattSpec,QSO,BAL,2.13,J1355+5638_comb_2,ELQS,,primary,,
J135623.76-272627.7,209.0990735,-27.44108274,18.11657371,SOAR,180406,"Schindler, Wenzl",GoodmanHTS,GALAXY,active,0.145,J1356-2726,ELQS_S,,,priority_4,old_priority_4
J135743.32-060047.1,209.4305198,-6.013095422,17.570729999999998,VATT,170405,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,NOT_Z_TARGET,2.62,J1357-0600,ELQS,,primary,,
J135832.27-284835.4,209.6344744,-28.80985662,18.397139000000003,SOAR,180602,Schindler,GoodmanHTS,QSO,QSO,3.85,J1358-2848,4,,,,
J135858.04-032908.2,209.74187369999999,-3.485645948,18.4789,VATT,150422,"Minhao Yue, Betsy Green, Jan-Torge Schindler",VATTSpec,QSO,BAL_CHECKZ,-999.0,J1358-0329,ELQS,reobserve,secondary,,
J135956.03+061430.3,209.98346580000003,6.2417195439999995,17.08099,VATT,170404,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,NOT_Z_TARGET,1.515,J1359+0614,ELQS,,primary,,
J140015.14-034416.3,210.0631318,-3.73791696,17.60083377,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,3.54,J1400-0344,ELQS_S,,,priority_1,old_priority_1
J140023.12+463725.3,210.096752,46.62356665,17.49815,VATT,170419,"Schindler, Pucha, O'Donnell",VattSpec,STAR,G,-999.0,J1400+4637,ELQS,,primary,,
J140204.25+071600.2,210.518,7.267,18.08,VATT,160310,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,QSO,BAL,2.75,J1402+0716,ELQS,,secondary,,
J140456.15+461204.5,211.2342429,46.20120447,17.77283035,VATT,180517,"Schindler, Littke, Hughes",VattSpec,STAR,F,-999.0,J1404+4612,PS-ELQS,,,,
J140607.60+250206.3,211.532,25.035,17.56,VATT,170504,"Schindler, Spalding",VattSpec,QSO,NOT_Z_TARGET,1.74,J1406+2502_comb,ELQS,reobserve,secondary,,
J140715.90+395120.7,211.8162787,39.85572826,17.45346,VATT,180320,"Schindler, Rees",VattSpec,QSO,QSO,2.39,J1407+3951,ELQS_lowz,,lowZ_bright,,
J140736.04+435906.8,211.9003472,43.98568932,17.71606,VATT,160412,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1407+4359,ELQS,,secondary,,
J140801.82-275820.3,212.0075724,-27.97231987,17.76797666,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,4.44,J1408-2758,ELQS_S,,,priority_1,old_priority_1
J140822.64+131700.1,212.0946022,13.28374729,17.98037,VATT,160315,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1408+1317,ELQS,,secondary,,
J141142.77-241313.3,212.92820130000004,-24.22041054,18.11157849,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,QSO,BAL,3.54,J1411-2413,ELQS_S,,,priority_3,old_priority_3
J141238.79+632855.1,213.1616083,63.48198869,17.320710000000002,VATT,180320,"Schindler, Rees",VattSpec,QSO,QSO,2.84,J1412+6328,ELQS_lowz,,lowZ_bright,,
J141359.37-212713.7,213.49744049999998,-21.45382469,20.39859962,SOAR,180406,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,4.92,J1413-2127,HighZ_Lukas,,,,
J141401.46-252923.8,213.5061594,-25.4902739,18.83529916,SOAR,180602,Schindler,GoodmanHTS,STAR,M,-999.0,J1414-2529,Highz_Lukas,,,,
J141507.73+192830.2,213.78230269999997,19.47512817,15.31918,VATT,160413,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,G,-999.0,J1415+1928,ELQS,,secondary,,
J141615.63+354450.4,214.0652701,35.74723691,17.4167,VATT,160412,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1416+3544,ELQS,,primary,,
J141621.33+152531.2,214.08890699999998,15.42536644,16.79417,VATT,180319,"Schindler, Rees",VattSpec,QSO,QSO,2.24,J1416+1525,ELQS_lowz,,lowZ_bright,,
J141922.56+042331.5,214.8439386,4.392152994,17.50722,VATT,170404,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,2.8,J1419+0423,ELQS,,primary,,
J142018.30+393912.7,215.0762429,39.65354412,16.95969,VATT,180319,"Schindler, Rees",VattSpec,QSO,QSO,2.585,J1420+3939,ELQS_lowz,,lowZ_bright,,
J142315.36-253420.9,215.8140409,-25.57292706,20.01790047,SOAR,180406,"Schindler, Wenzl",GoodmanHTS,STAR,M,-999.0,J1423-2534,HighZ_Lukas,,,,
J142357.19-185347.4,215.9882921,-18.89647971,18.5138,MMT,170518,Schindler,RedChannelSpectrograph,QSO,NOT_Z_TARGET,1.93,J1423-1853,ELQS,J1423-1853,secondary,,
J142357.27+040744.7,215.98865750000002,4.129084392,18.21988,VATT,170504,"Schindler, Spalding",VattSpec,NOTQSO,UNID,-999.0,J1423+0407_comb,ELQS,,secondary,,
J142515.31-021724.3,216.31402519999997,-2.289556494,17.98582,VATT,170405,"Jan-Torge Schindler, Jon Rees",VattSpec,STAR,UNID,-999.0,J1425-0217,ELQS,,primary,,
J142732.25-180318.2,216.88436140000002,-18.05508548,17.07121908,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,3.115,J1427-1451,ELQS_S,,,priority_3,old_priority_3
J142745.08-145149.2,216.93784580000002,-14.86369884,17.78985737,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,2.35,J1427-1803,ELQS_S,,,priority_3,old_priority_3
J142807.90-300047.0,217.03295789999999,-30.01342361,18.1994214,SOAR,180602,Schindler,GoodmanHTS,STAR,M,-999.0,J1428-3000,4,,,,
J142829.63-213059.9,217.1233865,-21.51677998,20.16419983,SOAR,180406,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,4.87,J1428-2130,HighZ_Lukas,,,,
J142921.02-205917.3,217.33760099999998,-20.98833723,17.56868939,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,STAR,G,-999.0,J1429-2059,ELQS_S,,,priority_3,old_priority_3
J143000.41+185759.5,217.5017415,18.96649702,18.21989,VATT,160412,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J1430+1857,ELQS,,secondary,,
J143203.88+194134.2,218.0163096,19.69283786,17.37998,VATT,170418,"Schindler, Pucha, O'Donnell",VattSpec,STAR,G,-999.0,J1432+1941,ELQS,,secondary,,
J143228.75-053117.7,218.11981949999998,-5.521588034,18.29457,MMT,150509,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,STAR,MV,-999.0,sbdbbQ0106.ms.fits,,,,,
