wise_designation,wise_ra_x,wise_dec_x,wise_sigra,wise_sigdec,wise_sigradec,glon,glat,source_id,coadd_id,src,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,pmra,sigpmra,pmdec,sigpmdec,cc_flags,rel,ext_flg,var_flg,ph_qual,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,xscprox,tmass_key,r_2mass,pa_2mass,n_2mass,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,wise_ra_y,wise_dec_y,sdss_ra,sdss_dec,sdss_raErr,sdss_decErr,wise_sdss_distance,ObjID,specObjID,BestObjID,field,run,rerun,camcol,psfmag_u,psfmag_g,psfmag_r,psfmag_i,psfmag_z,psfmagerr_u,psfmagerr_g,psfmagerr_r,psfmagerr_i,psfmagerr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,psffwhm_u,psffwhm_g,psffwhm_r,psffwhm_i,psffwhm_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroRad_u,petroRad_g,petroRad_r,petroRad_i,petroRad_z,flags_u,flags_g,flags_r,flags_i,flags_z,type,airmass_u,airmass_g,airmass_r,airmass_i,airmass_z,Column1,clean,flags,probPSF,nChild,specclass,specclass_person,z_x,zWarning,zErr,bossSpecObjID,survey,sourceType,targetType,SDSS_mag_u,SDSS_mag_g,SDSS_mag_r,SDSS_mag_i,SDSS_mag_z,TMASS_mag_j,TMASS_mag_h,TMASS_mag_k,WISE_mag_w1,WISE_mag_w2,WISE_mag_w3,WISE_mag_w4,sigma_SDSS_u,SDSS_u,sigma_SDSS_g,SDSS_g,sigma_SDSS_r,SDSS_r,sigma_SDSS_i,SDSS_i,sigma_SDSS_z,SDSS_z,sigma_TMASS_j,TMASS_j,sigma_TMASS_h,TMASS_h,sigma_TMASS_k,TMASS_k,sigma_WISE_w1,WISE_w1,sigma_WISE_w2,WISE_w2,sigma_WISE_w3,WISE_w3,sigma_WISE_w4,WISE_w4,DR14Q_distance,DR14Q_match,DR14Q_SDSS_NAME,DR14Q_RA,DR14Q_DEC,DR14Q_Z,DR14Q_Z_PIPE_ERR,DR14Q_PSFMAG_I,DR14Q_GAL_EXT_I,DR14Q_Z_VI,DR14Q_Z_PIPE,DR14Q_BI_CIV,DR12Q_distance,DR12Q_match,DR12Q_SDSS_NAME,DR12Q_RA,DR12Q_DEC,DR12Q_Z_VI,DR12Q_ERR_ZPIPE,DR12Q_PSFMAG_I,DR12Q_EXTINCTION_I,DR12Q_Z_PIPE,DR12Q_BAL_FLAG_VI,DR7Q_distance,DR7Q_match,DR7Q_SDSSJ,DR7Q_RA,DR7Q_DEC,z_y,DR7Q_IMAG,DR7Q_MIMAG,mq_distance,mq_match,mq_ra,mq_dec,mq_name,mq_description,mq_comment,mq_z,mq_cite,mq_zcite,mq_qpct,mq_xname,mq_rname,mq_rlobe1,mq_rlobe2,oq_distance,oq_match,oq_designation,oq_ra,oq_dec,oq_class,oq_redshift,oq_reference,lamost_distance,lamost_match,lamost_obsid,lamost_ra,lamost_dec,lamost_psfmag_i,lamost_psfmagerr_i,lamost_z,obs_distance,obs_match,obs_sdss_ra,obs_sdss_dec,obs_psfmag_i,obs_date,obs_class1,obs_class2,obs_z,obs_specfile,obs_tel,obs_obs,ELQS_target,PS_ELQS_target,PS_ELQS_target_old,ned_dec,ned_ra,ned_name,ned_distance,ned_match,ned_redshift,rf_emp_photoz,rf_sim_photoz,rf_emp_bin_class_pred,rf_emp_mult_class_pred,rf_sim_bin_class_pred,rf_sim_mult_class_pred,rf_emp_qso_prob,ug,gr,ri,iz,zw1,w1w2,r_gri,r_ugr,r_riz,wr_gri,wr_ugr,wr_riz,known,reference,reference_id,reference_z,incl_region,priority,vis_id,M_1450,m_1450,sel_prob,simbad_match,simbad_id,simbad_type,simbad_ref,FIRST_distance,FIRST_match,FIRST_ra,FIRST_dec,FIRST_dist_arcsec,FIRST_side_lobe_prob,FIRST_peak_flux_mJy/bm,FIRST_int_flux_mJy,FIRST_RMS_mJy/bm,FIRST_deconv_majax,FIRST_deconc_minax,FIRST_deconv_posang,FIRST_meas_majax_arcsec,FIRST_meas_minax_arcsec,FIRST_meas_posang_deg,FIRST_field_name,FIRST_sdss_match,FIRST_closest_sdss_arcsec,FIRST_sdss_i,FIRST_SD_Cl,FIRST_2MASS_match,FIRST_closest_2MASS_arcsec,FIRST_2MASS_k,FIRST_mean_epoch_year,FIRST_mean_epoch_mjd,FIRST_RMS_epoch_MJD,GALEX_distance,matched_id,GALEX_survey,GALEX_nuvExposureTime,GALEX_fuvExposureTime,GALEX_nuv_mag,GALEX_nuv_magErr,GALEX_fuv_mag,GALEX_fuv_magErr,GALEX_e_bv,GALEX_ra,GALEX_dec,GALEX_match,TRXS_distance,TRXS_match,TRXS_2RXS_ID,TRXS_2RXS_RA,TRXS_2RXS_DEC,TRXS_2RXS_e_RADEC,TRXS_2RXS_ExiML,TRXS_2RXS_Ext,TRXS_2RXS_ExtML,TRXS_2RXS_SRC_FLUX,TRXS_2RXS_SRC_FLUX_ERR,TRXS_ALLW_ID,TRXS_ALLW_RA,TRXS_ALLW_DEC,TRXS_ALLW_e_RADEC,TRXS_ALLW_w1mpro,TRXS_ALLW_w2mpro,TRXS_ALLW_w3mpro,TRXS_ALLW_w4mpro,TRXS_ALLW_w1sigmpro,TRXS_ALLW_w2sigmpro,TRXS_ALLW_w3sigmpro,TRXS_ALLW_w4sigmpro,TRXS_ALLW_w1snr,TRXS_ALLW_w2snr,TRXS_ALLW_w3snr,TRXS_ALLW_w4snr,TRXS_ALLW_cc_flags,TRXS_Separation_ALLW_2RXS,TRXS_dist_bayesfactor,TRXS_dist_post,TRXS_bias_ALLW_COLOURMAG_PIX,TRXS_p_single,TRXS_p_any,TRXS_p_i,TRXS_match_flag,XMM_distance,XMM_match,XMM_XMMSL2_ID,XMM_XMMSL2_RA,XMM_XMMSL2_DEC,XMM_XMMSL2_e_RADEC,XMM_XMMSL2_DET_ML_B8,XMM_XMMSL2_DET_ML_B7,XMM_XMMSL2_DET_ML_B6,XMM_XMMSL2_EXT_B8,XMM_XMMSL2_EXT_B7,XMM_XMMSL2_EXT_B6,XMM_XMMSL2_EXT_ML_B8,XMM_XMMSL2_EXT_ML_B7,XMM_XMMSL2_EXT_ML_B6,XMM_XMMSL2_FLUX_B8,XMM_XMMSL2_FLUX_B7,XMM_XMMSL2_FLUX_B6,XMM_XMMSL2_FLUX_B8_ERR,XMM_XMMSL2_FLUX_B7_ERR,XMM_XMMSL2_FLUX_B6_ERR,XMM_ALLW_ID,XMM_ALLW_RA,XMM_ALLW_DEC,XMM_ALLW_RADECERR,XMM_ALLW_w1mpro,XMM_ALLW_w2mpro,XMM_ALLW_w3mpro,XMM_ALLW_w4mpro,XMM_ALLW_w1sigmpro,XMM_ALLW_w2sigmpro,XMM_ALLW_w3sigmpro,XMM_ALLW_w4sigmpro,XMM_ALLW_w1snr,XMM_ALLW_w2snr,XMM_ALLW_w3snr,XMM_ALLW_w4snr,XMM_ALLW_ccf,XMM_Separation_ALLW_XMMSL2,XMM_dist_bayesfactor,XMM_dist_post,XMM_bias_ALLW_COLOURMAG_PIX,XMM_p_single,XMM_p_any,XMM_p_i,XMM_match_flag,sdss_ra_hms,sdss_dec_dms,qlf_sample
J000339.14+203125.8,0.9131026,20.5238583,0.0653,0.0664,-0.0163,108.0562875,-40.9634939,0016p212_ac51-010035,0016p212_ac51,10035.0,14.728,0.032,33.7,1.011,13.878,0.039,27.8,0.9798,10.186,0.064,17.0,1.221,7.846,0.186,5.8,0.8519,1,0,0.0,0.0,0.0,0.0,-65.0,243.0,-152.0,240.0,0000,,0.0,000n,AAAB,1122,28.0,28,28.0,28.0,14.0,14.0,4.0,14.0,,458500737.0,0.323,174.4,1.0,16.531,0.119,15.995,0.175,15.564,0.191,0.9131026,20.52386,0.913139477778,20.5238330367,0.005443175271,0.00521138165047,0.00259212056173,1237679504319250576,0,0,187,7923,301,5,19.71772,18.2833,17.87617,17.72954,17.90483,0.04423511,0.02338037,0.01721708,0.01434996,0.03614061,0.2244603,0.174898,0.1209936,0.08991121,0.06687742,1.796212,1.856063,1.684128,1.431837,1.897105,19.7446,18.34238,17.9227,17.73435,17.86531,6.094011,2.020245,1.772676,1.598585,8.325273,275347833416,335577160,4503599962947656,335577160,275213484616,6,1.812406,1.836802,1.788741,1.800467,1.824493,6,1,69055152712,1,0,null,null,0.0,null,null,null,null,null,null,19.4532597,18.108402,17.7551764,17.63962879,17.85795258,17.3874575687,17.3452248919,17.3880087246,17.4169922151,17.2092691185,10.186,7.846,2.44859181427e-06,6.00746536781e-05,4.46505824415e-06,0.000207331049605,4.55208182705e-06,0.000287048102421,4.22003025328e-06,0.000319280878886,8.69445876858e-06,0.000261095404442,4.42318425699e-05,0.000402757113944,6.77842568142e-05,0.000418732134872,7.11818901162e-05,0.000402552713567,1.15536150931e-05,0.000391948821123,1.705109512e-05,0.000474590019893,0.000153721062467,0.00260631107161,0.00102220281317,0.00593780934548,,False,,,,,,,,,,,,False,,,,,,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,False,,,,,,,,False,,,,,,,2.44339660112e-11,True,0.9131394778,20.5238330367,17.72954,171021,QSO,QSO,2.96,J0003+2031,MMT,Schindler,primary,,,999.0,999.0,,999.0,False,999.0,3.05334196127,3.1487782112,QSO,midz,QSO,midz,0.84501807135,0.28975232505,0.722286780009,0.899045703653,1.22285139246,0.666146676226,0.825868232988,False,False,False,False,False,False,True,ELQS,J000339.14+203125.8,2.96,False,1,good,-27.5471619061,19.4433978011,0.201555950111,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:03:39.153,+20:31:25.80,False
J000428.62+352029.0,1.1192626,35.3414099,0.0686,0.0692,-0.016,112.2386873,-26.5532973,0018p348_ac51-062773,0018p348_ac51,62773.0,14.901,0.033,32.8,0.9418,14.163,0.04,27.0,0.9666,10.568,0.084,13.0,0.9535,7.969,0.199,5.4,0.9092,1,0,0.001,0.0,0.0,0.0,-105.0,247.0,34.0,250.0,0000,s,0.0,011n,AAAB,0,30.0,30,30.0,30.0,14.0,15.0,4.0,15.0,,1161781303.0,0.185,-159.0,1.0,16.638,0.143,16.066,0.173,15.328,0.184,1.119263,35.34141,1.11923238335,35.3414007862,0.00505246029785,0.00494343534157,0.00161366969016,1237680504513298751,0,0,241,8156,301,4,24.43149,19.30111,18.16716,18.02466,17.88314,0.9881776,0.02062144,0.01689273,0.01411929,0.02723819,0.3051901,0.237802,0.1645103,0.1222488,0.09093066,1.766264,1.531673,1.452458,1.465916,1.359616,25.86475,19.35603,18.19501,18.07209,17.97957,11.30372,1.68659,1.718003,1.676727,1.597505,9007199397512449,268468224,4503599895838720,285245952,275280592896,6,1.073677,1.077308,1.070146,1.071898,1.075479,6,1,68988044032,1,0,null,null,0.0,null,null,null,null,null,null,24.0862999,19.063308,18.0026497,17.9024112,17.81220934,17.4809549977,17.4076738984,17.1462572769,17.5863927991,17.4914886173,10.568,7.969,1.19637877797e-06,5.35614081252e-07,1.63429372915e-06,8.60392874263e-05,3.55599392656e-06,0.000228541361759,3.25960903561e-06,0.000250644874408,6.83414614037e-06,0.000272332984303,4.88102305058e-05,0.000369525362204,6.32578794751e-05,0.000395327194584,8.56433586481e-05,0.000502948293364,1.01935536872e-05,0.000335327468009,1.34854273237e-05,0.000365957626576,0.000141975819122,0.00183326922877,0.00097720094781,0.00530183550192,,False,,,,,,,,,,,,False,,,,,,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,False,,,,,,,,False,,,,,,,2.31584308676e-05,True,1.11926045,35.3413973,17.9509051557,171116,QSO,QSO,3.71,J0004+3520_c,MMT,Schindler,primary,priority_2,old_priority_2,999.0,999.0,,999.0,False,999.0,3.69845676083,3.75136199901,QSO,highz,QSO,highz,0.997777777778,0.00622522683851,0.376471404405,0.911813426462,0.920361795505,0.812140400905,0.916301352008,True,True,False,True,True,False,True,ELQS,J000428.62+352029.0,3.71,True,2,good,-27.7222251898,19.855507192,0.165181884471,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:04:28.616,+35:20:29.04,False
J001311.09+205342.8,3.2962261,20.8952423,0.0542,0.0542,0.0054,111.0471678,-41.0920383,0032p212_ac51-016892,0032p212_ac51,16892.0,13.838,0.026,41.6,0.9671,13.46,0.035,30.9,0.9089,10.54,0.111,9.8,0.9655,8.049,0.284,3.8,0.8646,1,0,0.0,0.0,0.0,0.0,115.0,139.0,-260.0,144.0,0000,,0.0,110n,AABB,3455,23.0,23,21.0,21.0,6.0,7.0,0.0,9.0,,366572162.0,0.041,-30.4,1.0,16.188,0.102,15.704,0.127,14.791,0.105,3.296226,20.89524,3.29626328258,20.8952054114,0.00415437977221,0.00395218299417,0.0030602005452,1237679504857104518,0,0,202,7923,301,6,22.51773,19.12243,17.7954,17.6603,17.6143,0.5309024,0.0266218,0.01519113,0.02447251,0.03567211,0.3353067,0.2612687,0.1807445,0.1343125,0.09990384,2.002338,1.523726,1.455245,1.35721,1.3705,22.12377,19.09789,17.82658,17.70835,17.59456,27.93878,1.783983,1.530297,1.413181,1.596032,9007199388992769,268468224,4503599895838720,268468224,158329942999040,6,1.79868,1.822624,1.775456,1.786966,1.810534,6,1,158398662443264,1,0,null,null,0.0,null,null,null,null,null,null,22.1424233,18.8611613,17.6146555,17.5259875,17.53439616,17.0259177969,17.042483908,16.6071116709,16.5220500192,16.7874513376,10.54,8.049,2.59358952897e-06,4.99607670735e-06,2.54169046484e-06,0.000103647161458,4.57135279689e-06,0.000326710629602,7.99141531364e-06,0.000354511053797,1.15604763711e-05,0.000351756754136,5.28656556162e-05,0.000561900125815,6.48786780266e-05,0.000553391756133,8.00429909398e-05,0.000826383391459,2.14040903807e-05,0.000893729804073,2.25665232164e-05,0.000699915665045,0.000192655397864,0.0018811622236,0.001303051211,0.00492522696952,,False,,,,,,,,,,,,False,,,,,,,,,,,False,,,,,,,9.14709066184e-07,True,3.2962632,20.8952045,SDSS J001311.10+205342.7,q,pm,3.8,NBCKv3,NBCKv3,99.0,,,,,,False,,,,,,,,False,,,,,,,5.14003892131e-11,True,3.2962632826,20.8952054114,17.6603,170825,QSO,BAL,3.52,J0013+2053,NOT,Fynbo,primary,,,999.0,999.0,,999.0,False,999.0,3.7321385966,3.80590850283,QSO,highz,QSO,highz,0.873666666667,0.0482027354834,0.317244534052,0.921580938317,1.00783012587,0.393582884371,1.27691070326,True,False,False,True,False,False,True,ELQS,J001311.09+205342.8,3.52,True,2,good,-28.0105426676,19.4310809022,0.579003851403,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:13:11.103,+20:53:42.74,True
J001528.36-051508.0,3.8681927,-5.2522435,0.0829,0.0825,-0.0224,99.9533719,-66.5060657,0045m046_ac51-010739,0045m046_ac51,10739.0,14.865,0.034,32.0,1.092,14.379,0.062,17.6,0.7906,10.484,0.112,9.7,0.9411,8.22,0.325,3.3,1.032,1,0,0.0,0.0,0.0,0.0,-57.0,308.0,126.0,304.0,0000,,0.0,000n,AABB,0,21.0,21,20.0,21.0,9.0,10.0,1.0,10.0,,560891722.0,0.372,84.7,1.0,16.714,0.145,16.064,0.167,15.543,,3.868193,-5.252244,3.86820221158,-5.25225541602,0.00246536694013,0.00243607374655,0.00091344041905,1237679322847772731,0,0,48,7881,301,3,23.51644,19.24516,17.92175,17.72445,17.62776,0.4861942,0.02860031,0.01285907,0.0162514,0.03103414,0.12634,0.09844326,0.0681026,0.05060753,0.0376427,1.347937,1.5136,0.9073617,0.8619099,0.93905,22.51329,19.44677,18.00216,17.78209,17.71059,2.970431,1.666786,0.9891121,1.003814,1.067124,9007199414288641,285245440,4503599921135616,285376512,275297370112,6,1.81121,1.831509,1.791547,1.801291,1.821261,6,1,68988043520,1,0,null,null,0.0,null,null,null,null,null,null,23.3501,19.14671674,17.8536474,17.67384247,17.6101173,17.5868688248,17.4246179158,17.3739991327,17.5583670069,17.7136485873,10.484,8.22,8.40310539283e-07,1.50382227559e-06,2.09915016359e-06,7.96768674792e-05,3.10501627033e-06,0.00026215979406,4.63099034705e-06,0.000309376500553,9.37957132839e-06,0.00032805767243,4.48965136572e-05,0.000335180480937,6.01010879537e-05,0.000389205602401,,0.000407780633444,1.07771771624e-05,0.00034409585916,1.70400234596e-05,0.000298240634166,0.000204686834032,0.00198073442165,0.00127835549692,0.0042075205802,,False,,,,,,,,,,,,False,,,,,,,,,,,False,,,,,,,1.97399178735e-08,True,3.8682022,-5.2522554,SDSS J001528.36-051508.1,q,pm,3.9,NBCKv3,NBCKv3,99.0,,,,,5.79362180144e-06,True,J001528.37-051508.12,3.868208,-5.252256,QSO,-999.0,Jinyi2015_17,,False,,,,,,,4.13628347811e-09,True,3.8682022087,-5.252255419,17.71609,151012,QSO,QSO,1.22,csdbimg0005.0001.fits,VATT,"Jennifer Kadowaki, Ya-Lin Wu, Jan-Torge Schindler",,,,999.0,999.0,,999.0,False,999.0,3.94469215501,3.91254163245,QSO,highz,QSO,highz,0.931666666667,0.0188740135395,0.303924817171,0.847381082893,0.943055220326,0.953390352416,1.15375243927,True,False,False,True,False,False,True,ELQS,J001528.36-051508.0,1.22,True,2,,-25.5615909894,19.0726190342,0.0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:15:28.369,-05:15:08.12,False
J002448.24+081212.0,6.2010085,8.2033336,0.0576,0.0566,-0.0123,111.6495757,-54.0839409,0061p075_ac51-057533,0061p075_ac51,57533.0,14.192,0.027,39.8,0.9791,13.538,0.037,29.4,0.8717,9.884,0.058,18.7,0.9814,7.798,0.21,5.2,0.9009,1,0,0.0,0.0,0.0,0.0,-28.0,215.0,48.0,199.0,0000,,0.0,110n,AAAB,1111,21.0,21,21.0,21.0,11.0,11.0,1.0,11.0,,996979480.0,0.107,-51.7,1.0,15.925,0.084,15.513,0.114,15.03,0.128,6.201008,8.203334,6.20099400158,8.2033412149,0.00212733983976,0.0020111332817,0.000958145455125,1237669703194116152,0,0,38,5641,301,5,23.70965,17.6624,17.08808,16.97706,16.92909,1.150968,0.02180257,0.01188406,0.01239679,0.0194207,0.121791,0.09489872,0.06565049,0.04878535,0.03628734,1.477866,1.510069,1.202456,1.183703,1.354494,23.59721,17.71968,17.14586,17.03797,17.01487,2.969134,1.67498,1.349493,1.299357,1.442017,9147936969752905,352354376,4503599988113480,352354376,486703176,6,1.203109,1.197859,1.208524,1.205794,1.200462,6,1,140817280926024,1,0,null,null,0.0,null,null,null,null,null,null,23.547859,17.56750128,17.02242951,16.92827465,16.91280266,16.7986296722,16.8740997501,16.8613232172,16.885569828,16.8728052639,9.884,7.798,1.99405559507e-06,1.19637147679e-06,6.85233666025e-06,0.000341212818745,6.17026608458e-06,0.000563707984327,7.01958184832e-06,0.000614774577324,1.11551898426e-05,0.000623587099115,5.36491090539e-05,0.000692746563375,6.79774033476e-05,0.000646228859295,7.72659521511e-05,0.000653878355952,1.59031268553e-05,0.000639437817577,2.20528947051e-05,0.000646999795385,0.000183965531741,0.00344212191947,0.00120788529757,0.00620620688701,,False,,,,,,,,,,,,False,,,,,,,,,,,False,,,,,,,,False,,,,,,,,,,,,,,,False,,,,,,,,False,,,,,,,1.60807864663e-11,True,6.2009940016,8.2033412149,16.97706,161115,QSO,QSO,3.34,J0024+0812,BOK,"Betsy Green, Jan-Torge Schindler, Yun-Hsin Huang",primary,,,999.0,999.0,,999.0,False,999.0,3.34977705133,3.40408962694,QSO,midz,QSO,midz,0.798055555556,0.00350623250671,0.605300666714,0.916934442508,0.985868017792,0.975211477915,0.988312240805,False,True,False,False,True,False,True,ELQS,J002448.24+081212.0,3.34,True,3,,-28.5320859835,18.7732902103,0.745184362732,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:24:48.239,+08:12:12.03,True
J003811.08+364003.8,9.5461907,36.6677419,0.059,0.0589,-0.0116,119.972138,-26.1277805,0093p363_ac51-048201,0093p363_ac51,48201.0,14.484,0.028,39.2,0.9632,13.979,0.04,27.4,0.8946,10.358,0.066,16.5,1.004,7.71,0.16,6.8,0.9557,1,0,0.0,0.0,0.0,0.0,-19.0,206.0,-220.0,165.0,0000,,0.0,110n,AAAB,0,31.0,31,31.0,31.0,14.0,15.0,5.0,15.0,,1001687895.0,0.176,-25.9,1.0,16.204,0.091,15.694,0.158,15.042,0.115,9.54619,36.66774,9.54618824605,36.6677626519,0.00362124432293,0.00368757735581,0.00114227127806,1237676441462505844,0,0,62,7210,301,4,23.18725,18.54149,17.65997,17.41938,17.36851,0.5486858,0.03090544,0.03133815,0.01814876,0.03344381,0.2257107,0.1758723,0.1216676,0.09041208,0.06724998,1.747493,1.709566,1.432615,1.285254,1.609353,24.6864,18.55147,17.64179,17.46992,17.41874,7.357105,2.038224,1.634722,1.365382,1.837902,9007199388992769,268468224,4503599895838720,268468224,275146375168,6,1.017089,1.015623,1.018635,1.017852,1.016346,6,1,68987912448,1,0,null,null,0.0,null,null,null,null,null,null,22.9215393,18.3656177,17.5383024,17.32896792,17.32126002,17.0602484277,17.0440924457,16.8659196406,17.1729364638,17.3102260514,10.358,7.71,1.3535100989e-06,2.35776482894e-06,4.65747075905e-06,0.000163597782852,1.01184803962e-05,0.000350513393235,7.1053089427e-06,0.000425048071861,1.31886228484e-05,0.000428060471508,4.56827564236e-05,0.000544410979249,8.06963332909e-05,0.000552572501796,6.9094527849e-05,0.000651116036058,1.26570796285e-05,0.000490740230623,1.59356483747e-05,0.000432449926664,0.000135304829959,0.00222446844209,0.000995388624834,0.00673017332462,,False,,,,,,,,,,,,False,,,,,,,,,,,False,,,,,,,1.92802568576e-07,True,9.5461884,36.6677628,SDSS J003811.08+364003.9,q,p,3.6,NBCKv3,NBCKv3,99.0,,,,,,False,,,,,,,,False,,,,,,,2.89054954249e-09,True,9.5461882426,36.6677626511,17.41983,151010,QSO,QSO,3.48,J0038+3640,VATT,"Jennifer Kadowaki, Ya-Lin Wu, Jan-Torge Schindler",primary,,,999.0,999.0,,999.0,False,999.0,3.48764325469,3.55753911921,QSO,highz,QSO,highz,0.861666666667,0.0144119607725,0.466737608347,0.824644120136,0.992962677362,0.872275075073,1.13479087489,False,True,False,False,True,False,True,ELQS,J003811.08+364003.8,3.48,True,3,,-28.1992964218,19.2126915048,0.75287029467,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:38:11.085,+36:40:03.95,True
J003901.10-214429.1,9.7545865,-21.7414243,0.0651,0.0659,-0.0137,94.5854939,-83.9173719,0096m213_ac51-005365,0096m213_ac51,5365.0,14.523,0.031,35.0,0.9971,13.914,0.039,28.2,1.327,11.015,0.136,8.0,0.9999,8.494,,1.3,0.9799,1,0,0.0,0.0,0.0,0.0,-303.0,192.0,6.0,198.0,0000,,0.0,011n,AABU,0,27.0,27,26.0,26.0,6.0,13.0,0.0,13.0,,40873404.0,0.088,-23.6,1.0,16.48,0.113,16.03,0.159,15.216,0.146,9.754586,-21.74142,9.7545905632,-21.7414539586,0.00520069500795,0.00550306707511,0.00178041324525,1237672795041431606,0,0,156,6361,301,4,21.09247,18.41093,18.26031,17.962,17.77647,0.1456003,0.01664651,0.02020588,0.01703312,0.0351574,0.08725821,0.06799101,0.04703587,0.03495269,0.02599838,1.842927,1.697252,1.455802,1.449768,1.398806,20.82051,18.45232,18.30293,18.04611,17.87914,2.885631,1.835368,1.554356,1.535626,1.504335,9007474535333888,268468224,4503599895838720,268468224,275297370624,6,1.723007,1.723271,1.722998,1.72297,1.723107,6,1,68987912704,1,0,null,null,0.0,null,null,null,null,null,null,20.96521179,18.34293899,18.21327413,17.92704731,17.77047162,17.3594055016,17.3947575039,17.0497834436,17.2181095061,17.2499946449,11.015,8.494,2.00994350017e-06,1.4908621761e-05,2.56134573037e-06,0.000167050964979,3.50346221551e-06,0.000188241019379,3.84413042574e-06,0.000245021522244,9.16737636512e-06,0.000283007833998,4.30925241535e-05,0.00041329870789,5.87959286008e-05,0.000400058264789,7.41394687511e-05,0.00054968371561,1.34424622683e-05,0.000470741456014,1.64233620409e-05,0.000457118071468,0.000152537259764,0.00121458034517,,0.00326908527118,,False,,,,,,,,,,,,False,,,,,,,,,,,False,,,,,,,8.60247618682e-07,True,9.754591,-21.7414532,SDSS J003901.10-214429.2,qR,p,3.1,NBCKv3,NBCKv3,99.0,,NVSS J003901.1-214428,,,,False,,,,,,,,False,,,,,,,4.17003185317e-11,True,9.7545905632,-21.7414539586,17.962,171021,QSO,BAL,3.03,J0039-2144,MMT,Schindler,primary,,,999.0,999.0,,999.0,False,999.0,3.07755012001,2.91544706662,QSO,midz,QSO,midz,0.993878187979,0.0892459481621,0.887431259829,0.768263202575,0.865776465559,0.60119590145,1.02980276956,False,True,False,False,True,False,True,ELQS,J003901.10-214429.1,3.03,True,2,good,-27.3075690235,19.7440542156,0.0929890413723,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:39:01.102,-21:44:29.23,True
