,wise_designation,wise_ra,wise_dec,wise_mag_w1,wise_sigmag_w1,wise_mag_w2,wise_sigmag_w2,wise_mag_w3,wise_sigmag_w3,wise_mag_w4,wise_sigmag_w4,tmass_j,tmass_j_sigma,tmass_h,tmass_h_sigma,tmass_k,tmass_k_sigma,ps_ra,ps_dec,ps_objid,ps_mag_g,ps_mag_r,ps_mag_i,ps_mag_z,ps_mag_y,ps_magerr_g,ps_magerr_r,ps_magerr_i,ps_magerr_z,ps_magerr_y,gaia_id,gaia_ra,gaia_dec,gaia_parallax,gaia_parallax_err,gaia_parallax_over_err,gaia_pmra,gaia_pmra_err,gaia_pmdec,gaia_pmdec_err,gaia_astrometric_excess_noise,gaia_meanmag_g,gaia_meanmag_bp,gaia_meanmag_rp,gaia_meanmagerr_g,gaia_meanmagerr_rp,gaia_meanmagerr_bp,gaia_bprp_excess_factor,pm_abs,gaia_bp_rp,l,b,ebv
51,J024843.36+332722.8,42.1806773,33.4563335,4.192,0.246,3.686,0.189,2.964,0.01,2.382,0.021,5.75,0.02,4.816,0.036,4.351,0.042,42.18068840804814,33.45628891983734,202855600437325,13.858956,11.963343,8.774819,8.717463,,3.2090747e-07,0.028489348,0.056996822,0.018166065,,-6365591782683572433,42.180685166931006,33.45627670471865,0.7204132424775705,0.20835760303506656,3.4575808,1.9328596166343783,0.3374322646006094,-1.9996869345614816,0.29869962170981784,0.6525972378150006,10.674114,14.463717,9.498974,0.0381897431962,0.0540829515818,0.24453243072,1.279767,7.734694133871891,4.9647436,149.35149193116627,-23.329099269993236,0.09706754
52,J202718.54-015920.3,306.827267,-1.9889901,5.184,0.21,4.614,0.12,3.722,0.015,3.073,0.018,7.076,0.02,6.189,0.034,5.64,0.021,306.82722309267575,-1.9889785140207217,396781963751307,16.203047,13.902884,12.088285,11.759541,7.5415893,0.011563301,0.0010668501,0.17537212,0.06758785,0.13286781,-4913954959042536828,306.82722043272736,-1.9889727935282295,0.3156492216526531,0.14388834232403794,2.1937094,-3.360641399371458,0.2507694647422398,-5.185671438835299,0.17096849531305994,0.47734786726819384,12.253137,15.641565,10.329583,0.0224974515485,0.0951710762156,0.183103509103,2.537551,38.18509888672151,5.311982,42.517987404584204,-22.156663732523874,0.11123018
53,J154340.38+341744.5,235.9182794,34.2957081,14.296,0.027,13.989,0.033,12.13,0.218,9.082,-9999.0,16.55,0.125,16.111,0.216,15.602,0.175,235.91825824915605,34.295682634111095,219331094958383,20.956484,18.488432,18.268143,17.972647,17.858616,0.05447012,0.008337116,0.005473389,0.006395676,0.01058009,7121545609198232250,235.9182581830518,34.29568304489092,0.03409226159461035,0.2113122154193079,0.16133597,-0.16109436367462013,0.30419297258095823,-0.07535268343295674,0.3981085965377655,0.9158951620755786,18.832962,20.003677,17.718801,0.00220871094446,0.00982790026203,0.0513098105161,1.4381539,0.031629420908278166,2.2848759,54.78717509976688,52.574857931831964,0.028698966
54,J101208.65-102807.7,153.0360773,-10.4688184,14.075,0.028,13.72,0.036,11.873,0.328,8.436,-9999.0,16.045,0.095,15.746,0.158,14.683,0.122,153.0355516016716,-10.469211479790463,418398534141489,,,18.802404,18.391092,18.253565,,,0.15158844,0.009600246,0.014564849,3057645079821842565,153.0355503006289,-10.469212245297019,0.7850456539230781,0.9252886878604998,0.8484332,-1.3845716207591345,1.1045881716504724,-6.973981440366337,1.2286546085132404,2.049064489310764,19.545511,20.414738,18.09545,0.00477912346753,0.0595371660629,0.0896025763827,1.9489888,50.553455703585705,2.3192883,251.71781022391252,36.106625438126315,0.04936717
55,J013539.29-212628.4,23.9137195,-21.441231,14.141,0.027,13.445,0.032,10.963,0.116,8.249,0.271,16.518,0.129,15.839,0.146,14.976,0.118,23.91372857041239,-21.44122085870548,443549862787371,21.927555,19.54574,18.177454,17.863823,17.760494,0.14190578,0.008700687,0.0039600953,0.006958697,0.017779661,-2256127491452159242,23.91372849351125,-21.44122064649798,-0.15342152565434966,0.33505171391652777,-0.457904,0.07568397034115568,0.6244895763793152,-0.21790141909962613,0.2389736660221176,1.0219815039611282,19.062037,20.598742,17.885708,0.00263049772827,0.0106509574882,0.0610274084936,1.4368331,0.05320909181223184,2.7130337,185.8588722613729,-78.43788803168556,0.018213088
56,J170134.16-021431.2,255.3923583,-2.2420263,6.075,0.104,5.735,0.048,5.001,0.014,4.347,0.026,7.648,0.021,6.633,0.038,6.104,0.018,255.39237551882474,-2.2420278398628835,389420389794868,17.374758,15.087514,12.284489,11.899274,10.951632,0.010869026,0.0019471984,0.07784033,0.001,0.025877953,6019659036306309611,255.39238893415606,-2.24201693733622,0.2666404373448996,0.13356335370861647,1.9963592,4.814694981946613,0.21362183238723037,-5.994224271405661,0.14758754105942673,0.4594492646701975,12.660485,16.210133,11.027986,0.00197505409754,0.00818495023641,0.0194845375009,1.9439998,59.11201238509062,5.182147,17.486068999532172,23.10047257811763,0.28940773
57,J155204.94+370255.9,238.020596,37.0488706,14.693,0.029,14.385,0.043,11.465,0.116,9.155,0.388,16.672,0.141,15.787,0.152,15.513,0.188,238.0202207191369,37.04892792919304,219481418790476,20.29061,19.548712,18.740314,18.345797,18.137407,0.06918594,0.026588703,0.011588001,0.013599335,0.015977027,7355750382007544645,238.0201771693062,37.04895354681601,0.8528947890112811,0.3313132167508607,2.5742855,2.9604043727336284,0.6099792331297627,-5.659309392089943,0.6614863211300097,0.6281784804402631,19.537645,20.057545,18.123678,0.00403506808469,0.0202982454883,0.0758926118307,2.0209844,40.79177684549783,1.9338665,59.22351035032222,50.85853011019569,0.019325377
58,J022645.45-043615.6,36.6893921,-4.6043476,14.196,0.027,13.754,0.033,10.944,0.095,8.46,0.245,16.583,0.105,15.684,0.098,14.864,0.108,36.689416920086785,-4.604345325651284,363951233778711,19.981737,19.173061,18.318438,17.96664,17.710203,0.005196691,0.013494289,0.003874322,0.003514706,0.021221548,-3895772007349852622,36.68941782912165,-4.604344629647462,0.08003843637156566,0.3733604008462504,0.21437313,-0.06386995866824326,0.6096558130699575,-0.7898817047674235,0.5503198952531877,1.071469691773998,18.926617,19.887863,17.890045,0.00414145668296,0.0317243497471,0.0647901834678,1.4092402,0.6279924791465743,1.997818,172.40174485664744,-58.00470917935143,0.026674043
59,J222810.66-134622.4,337.0444343,-13.7729038,9.029,0.023,8.671,0.02,8.111,0.022,8.15,0.256,11.87,0.022,10.748,0.025,9.896,0.023,337.0444290037938,-13.772903824588994,440582040196421,16.385263,14.857213,13.619051,13.617138,12.875131,0.08082128,0.050543588,0.012663425,0.007101536,0.06686255,-2661345904799250214,337.0444307152563,-13.77289810855867,-0.059273291306661806,0.06804775486695461,-0.87105435,0.4760261978861463,0.13928903178551397,-1.4153519334333238,0.12113416617921098,0.25600452494194287,13.749301,15.619299,12.633015,0.00460445943726,0.0246760990536,0.259582750534,1.3220484,2.229822036547388,2.9862843,47.456936293459506,-54.04776865404022,0.045938753
60,J080435.51+562135.7,121.1479972,56.3599207,5.252,0.203,4.64,0.125,4.003,0.015,3.309,0.019,7.17,0.035,6.323,0.018,5.765,0.018,121.14807987628755,56.359876939817056,303508158939969,17.73318,15.317311,10.217397,10.721254,11.398779,0.009704561,0.0022045188,0.15930642,0.034010887,0.8015051,8099548007965412290,121.14805844076379,56.35989649585058,-0.19788691838223998,0.17482869559025144,-1.1318904,-0.8126537280565049,0.2644477747956692,-1.5329854386038244,0.18318907708231222,0.4717610392639408,12.148206,15.853952,10.185538,0.0315990645075,0.106771215418,0.26007041005,2.6212487,3.010450436695496,5.668414,161.41453600212762,32.29897330883993,0.045496218
61,J201103.13-131859.0,302.763047,-13.3164091,4.435,0.251,3.856,0.229,3.325,0.013,2.709,0.02,5.85,0.024,4.989,0.034,4.467,0.016,302.7630581195265,-13.316443084265785,436149633973859,15.549872,13.838128,8.494797,9.79794,6.9110622,0.0026339893,0.002483368,1.0684417e-07,0.1090889,0.16380644,-4446460207098175463,302.763065115371,-13.316427772605598,0.5026546245477354,0.2237930915901851,2.2460685,0.4446800518515202,0.36628982170977525,0.45029592899109017,0.2369420601113425,0.7647641837192465,11.277696,15.157748,9.742931,0.0203954350395,0.0275445486589,0.239237841013,1.7717344,0.4005067721806196,5.414817,29.558913413543273,-23.569772754803733,0.108796604
62,J164129.61+215733.6,250.3733991,21.9593363,15.061,0.034,14.731,0.057,12.513,-9999.0,8.534,-9999.0,16.177,0.111,15.418,0.124,15.031,0.159,250.37326701990878,21.959321647420097,147235773917318,,,18.218946,19.61042,17.2889,,,0.035134155,0.20647049,1.8332647e-05,7192231012724771340,250.37325647188496,21.95931893317288,0.33971636799532945,0.37603820025517004,0.9034092,-0.7189017153007654,0.5465845135354963,-9.136048022247968,0.5487985070271717,2.385561709872837,18.869118,20.143753,17.594072,0.00333290268463,0.00817291912737,0.0451104194743,1.6052545,83.98419314108338,2.5496807,40.624438205890094,37.86802668210156,0.049432885
63,J152723.59+042827.8,231.84831,4.4744067,6.782,0.038,6.263,0.021,5.692,0.015,5.842,0.041,10.159,0.023,9.02,0.023,8.127,0.033,231.84831448941455,4.474410441350093,66413079331305,15.161004,13.579969,12.4594965,12.144026,11.70666,5.2935277e-08,0.017329216,0.01695633,0.11506227,0.031495094,5228591206446978638,231.84831303583158,4.47441113184715,0.05659088620292926,0.04646678271947805,1.2178783,-2.9374791430921565,0.08448470158530706,-1.5841922039719458,0.07803011556534062,0.16405665156859103,12.794713,14.508282,11.596778,0.0213046272831,0.0587119371453,0.0730923932395,1.4353712,11.138448655226922,2.9115038,8.5791490535767,46.48751878144602,0.0516284
64,J175808.98+411943.5,269.5374557,41.3287588,6.035,0.114,5.384,0.059,4.274,0.016,3.402,0.019,7.144,0.018,6.346,0.033,6.018,0.016,269.53746399999545,41.328795999998604,255516194384808,11.766251,10.536034,9.492476,9.71371,8.363259,0.019710064,0.12797292,0.026189843,0.013744735,0.02751255,9173832440953751020,269.53747783811747,41.32876107787659,0.22947059615107868,0.04363100185863004,5.2593474,-1.781293747877843,0.08083322989000355,-7.086667249630729,0.07827101983754634,0.2123231280798793,9.88195,11.440795,8.742,0.00929684818988,0.0220420827298,0.0310357735316,1.3917621,53.39386012321745,2.6987953,67.78277387544927,27.07265042829105,0.03255056
65,J081128.25+344451.7,122.8677121,34.7477141,14.159,0.028,13.821,0.038,11.263,0.177,8.94,-9999.0,16.001,0.097,15.374,0.112,14.911,0.131,122.86738377253411,34.74805253970807,212734025168748,20.314703,19.148531,18.32626,17.962515,17.645407,0.029203223,0.044018913,0.044896007,0.046518955,0.013704183,7199936390212160833,122.86738959481708,34.7480691106323,0.9007419666873481,0.40599278641093933,2.2186158,-8.535558659179358,0.7746355101885216,-7.005933745879578,0.5634447871401926,0.9990463058882948,19.336834,19.6618,17.696264,0.00384044442821,0.0298443813059,0.0969500316851,2.473939,121.93886927594598,1.9655361,186.78190511274323,30.670615154699238,0.045914546
66,J023441.23-275838.6,38.6718047,-27.9774037,13.775,0.025,13.035,0.026,9.182,0.029,6.618,0.053,16.313,0.114,15.62,0.133,15.192,0.158,38.67182173544323,-27.977525068299,483480173800743,20.659021,18.848316,18.275352,18.03871,17.944805,0.03347092,0.021118952,0.019134713,0.01833937,0.029755479,-2651353543126017546,38.67182161337731,-27.977567038474078,0.37637710399762947,0.5211116356726754,0.7222581,3.7460938717268224,0.8424874117132759,-2.323334299249119,1.046528282177659,2.699192719589419,19.251951,19.983027,18.043001,0.00839979648807,0.0268622989619,0.0366852874257,1.6711046,19.43110156185665,1.9400253,221.07177510149137,-67.14188131033853,0.0146654155
67,J112700.76+525510.3,171.7531695,52.919554,14.351,0.028,13.895,0.036,10.358,0.071,8.657,-9999.0,16.527,0.129,15.498,0.119,14.978,0.107,171.7535403511472,52.91937132300568,305814556455337,20.27178,19.20618,18.534851,18.265032,17.982607,0.04986563,0.041176856,0.030168684,0.022658773,0.014457848,5954075366732624051,171.75361587087264,52.91926252084695,0.6080449779038838,0.4386155801637572,1.3862822,-9.967080007757671,0.5419528684866528,-10.989155028032206,0.6265131195007564,1.495446258768001,19.578465,19.789448,17.871017,0.00353666913479,0.0158265729937,0.0651521505385,2.6567476,220.10421211116818,1.9184303,148.5133163112209,59.81313429634515,0.013004919
68,J214249.06-255940.2,325.7044185,-25.9945063,12.884,0.042,12.394,0.038,10.874,0.139,8.305,-9999.0,15.431,0.173,15.014,0.208,14.743,0.128,325.7052664289213,-25.9944671079657,518913653773648,,18.54604,17.452534,17.16194,16.636375,,0.00012493134,0.0849247,0.025740623,0.048294853,-2554490966765388724,325.7052924226634,-25.994444314406845,0.9266750666591372,0.3682497273083317,2.516431,2.408038130271171,0.41268920579412316,-10.814383981689284,0.40421574693161794,0.05479294753697568,18.560236,19.441944,17.316624,0.00351757685864,0.0203066390528,0.0931430568581,1.6647483,122.74954854025765,2.1253204,23.341313046705192,-48.059652251160244,0.03743719
69,J005010.60+353915.4,12.5442047,35.6542944,14.309,0.027,13.647,0.03,12.651,0.458,8.93,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,12.544808227909641,35.65417328809254,199161928501237,20.520933,19.397078,18.576723,18.190695,17.94472,0.022580648,0.0119827185,0.010139532,0.006943983,0.010713417,-4962069587873958833,12.54480753188919,35.65417167809779,0.7529289054381817,0.4660599828782511,1.6155193,-7.729917794533864,0.8835449036603508,-8.251185790884552,0.4975591219869488,0.7999707424449396,19.247673,20.237324,18.173237,0.00374384516491,0.017010539933,0.0784198168105,1.4407098,127.8336960659464,2.064087,122.64445362447505,-27.216789401413966,0.0479516
70,J122740.03-002750.6,186.916832,-0.4640667,9.232,0.023,8.502,0.019,7.629,0.019,7.595,0.167,12.757,0.024,11.513,0.022,10.545,0.023,186.91682517805305,-0.4640830255378759,381255656937227,19.257923,15.088813,14.444296,14.468145,13.882413,0.1460717,0.23080446,0.042966362,0.04593611,0.30732358,2636470553732477336,186.9168263761245,-0.4640827455600915,-0.026246746273075074,0.058767085881519326,-0.44662324,-0.7769302683024178,0.12908887355393345,-0.931124250447013,0.08154474026747584,0.2794634934769118,15.161907,16.639746,13.901424,0.029521717063,0.0762222939556,0.116819061155,1.548201,1.4706130115749787,2.7383213,290.26745230216494,61.82168142262645,0.024059823
71,J162315.81-135800.2,245.815877,-13.9667228,6.712,0.063,6.186,0.023,5.216,0.015,4.816,0.03,7.86,0.019,6.996,0.027,6.603,0.017,245.81585954389934,-13.966705111974102,427890411870558,17.51503,,13.190357,14.5970545,13.907043,0.0051879883,,0.001,0.001836764,0.0017093542,4830497628447994894,245.8158572926487,-13.966705358073131,-0.09006188934852206,0.1313845247042941,-0.6854832,-8.884084095277993,0.2996017594218068,-1.9279816452818768,0.19217233064148395,0.47038344581354874,12.9439125,15.661988,10.909347,0.0381803054293,0.150283049339,0.544666461533,2.8348806,82.64406343651521,4.7526417,1.0721506428592271,24.220090724358112,0.44289735
72,J111719.00-172915.4,169.3291994,-17.4876126,10.85,0.023,10.453,0.021,9.844,0.051,8.89,-9999.0,12.657,0.027,11.747,0.027,11.222,0.024,169.3291706498474,-17.487626939739425,459467011477214,19.224064,16.402493,15.194538,14.817191,14.738656,0.0235478,0.15525459,0.05909976,0.15311535,0.08446296,1814246962388549776,169.32917009929753,-17.48762575220122,-0.0170105350185851,0.0806774377277268,-0.21084625,-0.9616228950368906,0.12895210491839226,-0.9910433980447586,0.07472606910383114,0.15819762984756067,15.60709,17.03838,14.500938,0.00755001834581,0.0128161789705,0.0482264257754,1.3761982,1.9068856090672326,2.5374413,273.1803877928987,39.884882869147475,0.044621628
73,J200303.83-194904.0,300.7659699,-19.8177872,8.633,0.023,8.107,0.021,7.273,0.018,7.159,0.11,10.531,0.023,9.633,0.022,9.11,0.021,300.7659681343232,-19.817790713005014,475633268308506,17.570213,15.1666355,12.919434,12.661,13.486476,0.08608505,0.022848206,0.00021350321,0.6,0.004436512,-4176701626293073528,300.76596918020044,-19.817790566354667,-0.026253341686060465,0.049382548594372556,-0.53163195,-1.4898990707970872,0.07690206161010692,-4.626572156542116,0.043634584951160064,0.2207335801491422,14.437336,16.139826,13.261343,0.0365929938643,0.0994077571638,0.103635071964,1.411232,23.624969160852785,2.8784828,22.189605062816284,-24.3321403822486,0.16561761
74,J172825.74+700829.9,262.1072673,70.1416657,8.025,0.024,7.556,0.02,6.907,0.015,6.687,0.044,11.537,0.02,10.117,0.018,9.022,0.016,262.1072912105518,70.14165333469226,346775659485046,16.973566,13.855292,12.81339,13.205154,12.218619,0.013694763,0.11581544,1.0000001e-08,0.05354166,0.0014260222,9050493624596362034,262.10728682851186,70.14164771435534,0.029006685976561454,0.028442838384256198,1.0198239,-0.39758085631609236,0.044677395726461774,-1.6148129383309757,0.06541957313776008,0.2507974842752142,13.531983,15.285755,12.332273,0.0264568465748,0.0757118601666,0.127530478046,1.4319739,2.765691363110157,2.9534826,100.82908205768231,32.411221140204525,0.03549552
75,J160142.65-124944.7,240.4277139,-12.8290916,10.873,0.023,10.426,0.022,9.569,0.042,8.123,-9999.0,14.416,0.029,13.105,0.029,12.382,0.029,240.42769917629832,-12.829097032539938,427104432820768,20.234783,17.065254,15.932637,15.558918,15.520055,0.058018144,0.04652181,0.00414305,0.03589507,0.08527115,4632673496378508707,240.427700103156,-12.82909648689881,0.002646192822898437,0.10672786723632374,0.024793832,-1.099461436600107,0.2364221334390899,-0.5939252385026244,0.12025236529671177,0.219849247416479,16.741154,18.361588,15.539136,0.00907328522472,0.0273768313702,0.0387840058278,1.453758,1.5615626395011704,2.8224516,358.27069775481664,28.963129980570496,0.20959456
76,J022816.58+375028.4,37.0690987,37.8412283,14.943,0.031,14.623,0.052,12.093,0.392,8.253,-9999.0,16.221,0.095,15.608,0.113,15.214,0.164,37.068908376837456,37.84137476920683,237649130441465,20.330652,19.744041,19.47424,19.395144,19.148342,0.031287167,0.013417452,0.01006434,0.01382398,0.023302078,-6330037974687691458,37.068910707912195,37.84137493050173,0.3221128120941922,0.6685051632352949,0.48184043,0.8309467079148594,1.2249719783057234,2.3328017351781654,1.4599701709308406,1.7958154506504407,19.848986,19.733522,17.75607,0.00701057088245,0.710787658937,0.399891686983,3.7435565,6.132436367044802,1.9774532,143.254106318106,-21.179137209490744,0.049214773
77,J210241.14+113509.4,315.6714286,11.5859642,14.519,0.195,14.133,0.17,11.11,-9999.0,9.023,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,315.6715558462795,11.585513573247988,118489557787365,19.863602,,18.64642,18.360039,17.721125,0.04016386,,0.04498428,0.01116135,0.015069189,-5273011476208966782,315.67156145145503,11.585518453787792,0.9609523311499537,0.5142321711421325,1.868713,7.1984602798072,0.9015014778208069,-4.240959018717229,0.8628135585849139,0.0,19.557446,20.014385,17.93493,0.00500219330101,0.0511490656665,0.0953823567145,2.3798933,69.80356379840096,2.0794544,60.00303132953458,-22.387548190778787,0.09524702
78,J091220.02+032948.3,138.0834438,3.4967644,14.397,0.03,13.916,0.039,11.441,0.208,8.128,-9999.0,16.396,0.126,15.797,0.144,15.266,0.206,138.08357267948023,3.496703517014393,58364310661635,20.859165,19.657007,18.654945,18.263523,17.971601,0.042458408,0.029820047,0.0068780584,0.005103082,0.03748459,4660856178421537310,138.08362097802748,3.4966796947786016,0.10582661195795418,0.5174867041111848,0.20450112,-2.230977994803297,0.8974457302777114,-5.677838456072238,0.704285179125113,0.5747602966829969,19.66597,20.349457,18.096811,0.00568508210912,0.0245490223579,0.124817124748,2.1982045,37.21511234654932,2.2526455,227.25790446511843,32.695806363171016,0.050982393
79,J045423.42+075023.5,73.5975918,7.839882,5.053,0.177,4.638,0.107,4.147,0.014,3.386,0.022,6.786,0.018,5.994,0.029,5.584,0.021,73.59762657855,7.839857494427426,90168543466350,13.051063,14.908967,12.136995,12.882543,9.511918,0.085558414,0.0064206123,0.0010959498,0.001,0.33304712,-6542762688336777856,73.5976536823851,7.839860679909247,0.11181414275085715,0.18945035539255986,0.59020287,1.804306654481431,0.3326091856040226,1.1044082160788997,0.12538595771829172,0.1376743831860909,9.358326,11.650096,8.130667,0.0116039404501,0.0277458431149,0.192362408433,1.408549,4.475240011148552,3.5194292,191.33059748855277,-21.63933132029836,0.11089522
80,J150106.92-053138.8,225.2788583,-5.5274564,10.485,0.022,10.039,0.02,9.308,0.032,8.728,0.366,13.588,0.026,12.391,0.021,11.498,0.021,225.27884614008335,-5.52745748964534,384902084176972,19.24311,17.22655,15.560302,15.742226,15.204578,0.12121673,0.09945197,0.03330083,0.13190673,0.035886902,4291578601163291101,225.27884608150413,-5.527456364642311,-0.15947424386235698,0.11203329763336875,-1.4234539,-0.6361453235828296,0.16769110066911314,-0.18121414353742296,0.16293835573223675,0.0,16.670183,18.430283,15.358345,0.0417340062799,0.145006514831,0.183381856199,1.5710555,0.4375194385343047,3.0719376,351.62842235014887,44.73793414741526,0.08564274
81,J094541.94-141934.6,146.4247674,-14.3263053,9.022,0.023,8.607,0.019,5.013,0.015,2.357,0.02,12.095,0.093,11.209,0.113,10.412,0.054,146.42483169670697,-14.326327042808659,417427871541640,16.155102,15.190439,14.737251,14.5272455,14.080026,0.014390622,0.027312724,0.053041678,0.058635097,0.013223352,3166294420832180959,146.42477139353926,-14.326282064841802,-3.9776090735982823,0.6191958758089082,-6.42383,-2.934932257374828,1.0438894733376622,4.282192054212604,1.047309052047512,4.219503724608048,16.002611,15.890738,13.920021,0.0135655104912,0.0154420210384,0.0368342773515,3.7131495,26.95099614454087,1.9707165,249.70579500283077,28.780615924401832,0.06033294
82,J024854.26+180249.3,42.2261179,18.0470355,14.274,0.027,13.762,0.036,10.857,0.13,8.549,0.397,16.951,0.195,15.888,0.18,15.475,0.218,42.22613773197225,18.047020294057912,126735895004483,20.710495,18.71184,18.58005,18.24667,18.32824,0.050220806,0.014455307,0.007510408,0.00999157,0.015347703,-5536120210689356722,42.22613559762051,18.04702297191246,-0.01649584158667807,0.33006870173039504,-0.049976993,0.9630093654268999,1.004357851356778,0.6593730780504341,0.5554480147872588,0.2679193615041125,19.0642,20.226482,18.064713,0.00460310140337,0.020234319835,0.0582813950176,1.3209478,1.3621598939576243,2.1617699,158.43740303862558,-36.598365125732094,0.14444903
83,J185435.83+835325.9,283.6493265,83.8905436,13.493,0.037,13.057,0.039,11.542,0.167,8.898,-9999.0,16.472,0.143,15.53,0.168,15.598,0.249,283.65624818662945,83.89059690022917,361026361046763,20.103252,18.833456,18.023802,17.64359,17.284935,0.041489054,0.033068586,0.006421489,0.011430414,0.018694356,-9124803018447847596,283.6562614281789,83.89059806132231,0.6582488595401825,0.22123808026296055,2.9752965,5.1455364401838874,0.32600137738622537,3.437634852603153,0.4835662017237357,0.8244252341605608,18.75725,19.798733,17.69159,0.00291702058622,0.0162269550286,0.0508045380178,1.4177467,38.29387863709218,2.1071434,116.08004008669272,26.877099284312223,0.08101026
84,J153654.75-134917.7,234.228161,-13.8216044,15.776,0.054,15.389,0.109,12.463,-9999.0,8.893,-9999.0,16.481,0.118,15.844,0.163,16.747,-9999.0,234.2281267233027,-13.8216041698005,426241144404513,,,18.62501,20.984585,,,,0.017692551,0.14294074,,4254617418283971847,234.2281244970402,-13.821605348922494,0.34975693898614685,0.49555525497247677,0.70578796,-12.241040446184108,0.8958094032150802,-9.559908408697869,0.6966599360125253,1.2983978053043066,19.347723,20.37108,18.177109,0.00318596608783,0.0188843740443,0.0994762791571,1.537851,241.23491998780742,2.1939716,352.59784630760964,32.65894024838869,0.15441316
85,J035955.96+091904.4,59.9831891,9.3178952,9.068,0.023,8.367,0.02,7.429,0.018,7.477,0.157,12.757,0.024,11.229,0.024,10.114,0.02,59.98317811719385,9.317863579045527,88141318944131,19.394236,17.120987,15.739319,15.519458,14.572034,0.16889158,0.11299291,0.11168272,0.040302873,0.14030387,-5931047195200429466,59.983183445331704,9.317867012127866,0.3067438626407793,0.1955663900739405,1.5684897,1.956562572784275,0.3081500678556199,-1.2157099564542464,0.22136551811810237,0.2825910497292451,17.599434,19.409836,16.250565,0.0246196905962,0.0711846561113,0.0877208128454,1.6139733,5.306087799442207,3.1592712,181.0239023965939,-31.583731758109657,0.2742432
86,J154812.78+554606.0,237.0532764,55.7683517,13.979,0.025,13.624,0.028,11.494,0.103,8.661,0.207,16.736,0.182,15.836,0.17,14.472,-9999.0,237.05215394964023,55.768303985893084,308851098266921,20.358944,19.156824,18.372108,18.011393,17.839281,0.017822523,0.013177449,0.005257963,0.0064828596,0.013222229,8005341851697591060,237.05215400994965,55.768304745473955,0.7994497696516811,0.3325196530647353,2.4042182,3.586241361534242,0.6246656436153364,0.3070783152962979,0.7434299478367011,2.1357331667091977,19.107998,19.992355,17.962717,0.00461699132759,0.0167907683443,0.0568350465188,1.5479897,12.955424194904186,2.0296383,87.5375480849611,47.38871260027064,0.015315551
87,J101720.65-225845.1,154.3360689,-22.9791955,14.345,0.063,13.968,0.064,11.02,0.175,7.566,-9999.0,16.368,0.126,15.798,0.167,15.278,0.192,154.33595124050524,-22.97885508272063,496476744637357,20.02866,19.658703,18.575275,18.204811,17.904749,0.056703568,0.110218875,0.024972562,0.021498851,0.0204568,2283659262611806078,154.3359269968246,-22.97883255323072,0.02200500263820258,0.5288629716598222,0.041608136,3.253829728619989,1.0118159266291855,-12.407766190826361,0.8982042342405399,0.9724493823577295,19.71563,20.14868,18.0224,0.00741064280118,0.0414939200417,0.102171082862,2.5183733,164.54006974906494,2.1262798,262.62069329813806,27.582164138467807,0.05316965
88,J184431.77+501703.5,281.1323947,50.2843117,15.198,0.03,14.886,0.044,13.222,-9999.0,9.653,-9999.0,16.178,0.095,15.472,0.091,15.933,0.419,281.1324611937929,50.28423193411955,285666864874046,,,18.14685,20.504168,17.442802,,,0.010523438,0.17909485,0.027158923,-8749280215143761494,281.1324617391454,50.28423196336011,0.9398875298569149,0.18534903828983895,5.0709057,1.6698310683912772,0.45004113575637206,-0.8054784209418298,0.4133061012173935,0.4598681067470244,18.759823,19.779722,17.66779,0.00249569851403,0.0180234818526,0.0433355072823,1.4513384,3.4371312835676977,2.1119328,79.5499198387453,21.585769331462913,0.05619687
89,J221709.91-260703.3,334.291328,-26.1175929,8.473,0.023,8.011,0.019,7.349,0.018,6.492,0.081,11.041,0.024,9.79,0.024,8.877,0.021,334.29132939779834,-26.117620669260692,519570783753719,16.300484,16.935888,14.014578,15.1174755,12.546558,0.023911828,0.035987582,0.009817719,1.0465999e-07,0.0079987785,-2103708791563345090,334.2913295204453,-26.117618990312387,0.08577203059302325,0.047505056901677535,1.8055347,-2.5638969039066204,0.1060434580170984,-2.9857807731709634,0.08008561505063468,0.22413716339966486,14.538794,16.257902,13.312223,0.0521089713895,0.155854318892,0.255415890353,1.468918,15.48845415929935,2.9456787,25.63607831940584,-55.64240612056822,0.022608964
90,J113010.57+041128.1,172.5440537,4.1911443,13.669,0.026,13.337,0.031,10.185,0.061,7.993,0.203,15.751,0.066,15.182,0.101,14.859,0.132,172.5440627916552,4.191156126291895,61267708483801,21.31016,19.072393,17.773026,17.505375,16.87226,0.025693528,0.0063138455,0.0063575096,0.010828713,0.0075192554,2947729101416311999,172.54406318716283,4.1911564520237725,-0.007737834725987322,0.5010789656940826,-0.015442346,0.5366203637881873,0.7934286519653666,-1.0248251575294505,0.6403871852366506,1.0759338159389407,18.592989,20.045862,17.297375,0.00348653215285,0.0166705190798,0.0657862692125,1.5973082,1.3382280183374295,2.7484875,259.1602463412714,59.96495595452217,0.030314844
